날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180113(토),1,1987,2017-12-27,3681165059,0.341,2091318605,1.315000000000000027373936450914015949820168316364288330078125,43183726345,434063,247842,1.331000000000000027707003358301562911947257816791534423828125,5376077,1103,4584,한국,한국,(주)우정필름,씨제이이앤엠(주),15세이상관람가,드라마,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,유정호,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준"
20180113(토),2,신과함께-죄와 벌,2017-12-20,2606141100,0.24100000000000002,1374962400,1.117000000000000023252233471993122293497435748577117919921875,100871027437,310307,163811,1.118000000000000023273050153704843978630378842353820800781250,12555298,984,3720,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈,오희준,이준혁"
20180113(토),3,코코,2018-01-11,2552045991,0.23600000000000002,1596428586,1.671000000000000034784675140286935857147909700870513916015625,4420751996,306184,191602,1.672000000000000034805491821998657542280852794647216796875000,538417,1163,4065,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
20180113(토),4,쥬만지: 새로운 세계,2018-01-03,1113103350,0.10300000000000001,557404809,1.003000000000000020879131756856850188341923058032989501953125,11281078941,133384,67552,1.026000000000000021357915436226448946399614214897155761718750,1390367,662,2044,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런"
20180113(토),5,다운사이징,2018-01-11,324070909,0.03,108305214,0.502000000000000010449974219284285936737433075904846191406250,793796704,37645,12473,0.496000000000000010325074129013955825939774513244628906250000,96138,480,1244,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",알렉산더 페인,"맷 데이먼,크리스틴 위그,크리스토프 왈츠,제이슨 서디키스"
20180113(토),6,위대한 쇼맨,2017-12-20,215064700,0.02,83486300,0.634000000000000013197776205231548374285921454429626464843750,9733501000,24602,9547,0.634000000000000013197776205231548374285921454429626464843750,1188228,222,411,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠다야 콜맨"
20180113(토),7,페르디난드,2018-01-03,161611700,0.015,87529600,1.182000000000000024605317783255031827138736844062805175781250,3442408900,21373,10840,1.029000000000000021420365481361614001798443496227264404296875,474153,343,487,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",카를로스 살다나,"존 시나,케이트 맥키넌,데이비드 테넌트,바비 카나베일,미구엘 앙겔 실베스트르,지나 로드리게즈"
20180113(토),8,강철비,2017-12-14,107703300,0.01,49071400,0.837000000000000017423562592711050456273369491100311279296875,35281573966,12962,5844,0.821000000000000017090495685323503494146279990673065185546875,4425470,174,267,한국,한국,"(주)와이웍스엔터테인먼트,(주)모팩",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희"
20180113(토),9,하이큐!! 콘셉트의 싸움,2018-01-11,13620500,0.0010,3065500,0.29000000000000000603683769639928868855349719524383544921875,51206000,1783,415,0.303000000000000006307454558651670595281757414340972900390625,7020,97,146,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,미츠나카 스스무,
20180113(토),10,극장판 포켓몬스터 너로 정했다!,2017-12-21,7841700,0.0010,2489700,0.465000000000000009679756995950583586818538606166839599609375,3794816400,971,222,0.296000000000000006161737786669618799351155757904052734375000,506850,22,25,일본,일본,,(주)이수C&E;,전체관람가,"애니메이션,어드벤처,가족",유야마 쿠니히코,
20180113(토),11,스타워즈: 라스트 제다이,2017-12-14,4953100,0.0,2783600,1.283000000000000026707802636138922025565989315509796142578125,8655674961,553,302,1.203000000000000025042468099201187214930541813373565673828125,958262,10,10,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",라이언 존슨,"마크 해밀,캐리 피셔,아담 드라이버,데이지 리들리,존 보예가,오스카 아이삭,루피타 뇽오,앤디 서키스,도널 글리슨,안소니 다니엘,그웬돌린 크리스티,켈리 마리 트란,로라 던,베니치오 델 토로"
20180113(토),12,나폴레옹과 데지레,,970000,0.0,322000,0.497000000000000010345890810725677511072717607021331787109375,3538000,477,153,0.472000000000000009825473767932635382749140262603759765625000,1761,1,5,미국,미국,,,,"드라마,멜로/로맨스",헨리 코스터,"말론 브란도,진 시몬스"
20180113(토),13,뽀로로 극장판 공룡섬 대모험,2017-12-07,2371000,0.0,-6374500,-0.729000000000000015175360967845108461915515363216400146484375,6180946800,320,-1173,-0.786000000000000016361911825413244514493271708488464355468750,819151,13,16,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현"
20180113(토),14,너의 이름은.,2017-01-04,2268500,0.0,955500,0.728000000000000015154544286133386776782572269439697265625000,29850981556,271,95,0.54000000000000001124100812432970997178927063941955566406250,3710680,5,7,일본,일본,,메가박스중앙(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논"
20180113(토),15,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,2129500,0.0,746500,0.54000000000000001124100812432970997178927063941955566406250,426447300,267,92,0.526000000000000010949574580365606379928067326545715332031250,55850,27,28,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,모리와키 마코토,
20180113(토),16,투란도트,2016-07-02,4079000,0.0,4079000,1.00000000000000002081668171172168513294309377670288085937500,69789500,252,252,1.00000000000000002081668171172168513294309377670288085937500,3156,10,10,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,
20180113(토),17,기억의 밤,2017-11-29,1942000,0.0,1692000,6.768000000000000140887301824932364979758858680725097656250000,10651596660,238,188,3.76000000000000007827072323607353609986603260040283203125000,1387449,6,6,한국,한국,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,"미스터리,스릴러",장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목"
20180113(토),18,빅 컨츄리,,341000,0.0,341000,1.00000000000000002081668171172168513294309377670288085937500,7745000,178,178,1.00000000000000002081668171172168513294309377670288085937500,3487,1,2,,,,,,,,
20180113(토),19,돈 보더 투 노크,,354000,0.0,196000,1.241000000000000025833502004246611249982379376888275146484375,1278000,177,98,1.241000000000000025833502004246611249982379376888275146484375,639,1,6,미국,미국,,,,"드라마,스릴러",로이 워드 베이커,"리차드 위드마크,마릴린 몬로"
20180113(토),20,꽁치의 맛,,1119000,0.0,1119000,1.00000000000000002081668171172168513294309377670288085937500,4049000,151,151,1.00000000000000002081668171172168513294309377670288085937500,655,1,1,일본,일본,,,,드라마,오즈 야스지로,"치슈 류,이와시타 시마"
20180113(토),21,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,1076000,0.0,381500,0.549000000000000011428358259735205137985758483409881591796875,454034200,134,43,0.473000000000000009846290449644357067882083356380462646484375,58873,12,12,일본,일본,,"(주)이수C&E;,(주)에이원엔터테인먼트",전체관람가,애니메이션,고로 사쿠라,
20180113(토),22,몬스터 패밀리,2017-12-21,623000,0.0,-4859000,-0.886000000000000018443579996585413027787581086158752441406250,2940563700,117,-502,-0.811000000000000016882328868206286642816849052906036376953125,397529,2,2,독일,독일,,씨네그루(주)키다리이엔티,전체관람가,애니메이션,호거 태프,"에밀리 왓슨,닉 프로스트"
20180113(토),23,더 크리스마스,2017-12-21,600000,0.0,0,0E-59,485138000,100,0,0E-59,65258,2,2,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,어드벤처",티모시 렉카트,"스티븐 연,지나 로드리게즈,재커리 레비,오프라 윈프리"
20180113(토),24,불같은 약속,1990-02-24,216000,0.0,216000,1.00000000000000002081668171172168513294309377670288085937500,216000,72,72,1.00000000000000002081668171172168513294309377670288085937500,72,1,2,미국,미국,실버 픽쳐스,,고등학생이상관람가,"범죄,스릴러,액션",리차드 도너,"멜 깁슨,대니 글로버"
20180113(토),25,오리엔트 특급 살인,2017-11-29,540000,0.0,240000,0.80000000000000001665334536937734810635447502136230468750000,6643145163,70,30,0.75000000000000001561251128379126384970732033252716064453125,864467,3,3,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,미스터리,범죄",케네스 브래너,"케네스 브래너,페넬로페 크루즈,윌렘 데포,주디 덴치,조니 뎁,조시 게드,데렉 자코비,미쉘 파이퍼,데이지 리들리"
20180113(토),26,마음의 고향,,278000,0.0,278000,1.00000000000000002081668171172168513294309377670288085937500,950000,55,55,1.00000000000000002081668171172168513294309377670288085937500,188,1,1,,,,,,,,
20180113(토),27,불한당: 나쁜 놈들의 세상,2017-05-17,378000,0.0,378000,1.00000000000000002081668171172168513294309377670288085937500,7587382625,42,42,1.00000000000000002081668171172168513294309377670288085937500,939577,1,1,한국,한국,"씨제이이앤엠(주),(주)바른손",씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호,박정주,박지호,박형우,임효은,정기욱,주현수,윤준희,최형욱,이미소,이시훈,이영호,이은비,이인규,이정우,이정호,김말구,문지윤"
20180113(토),28,오렌지필름 영화제 요즘 어떤 이별 하세요?,,217000,0.0,217000,1.00000000000000002081668171172168513294309377670288085937500,402000,31,31,1.00000000000000002081668171172168513294309377670288085937500,58,1,1,한국,한국,,,,기타,,
20180113(토),29,로미오와 줄리엣,1978-12-30,60000,0.0,60000,1.00000000000000002081668171172168513294309377670288085937500,1298000,30,30,1.00000000000000002081668171172168513294309377670288085937500,212,1,1,영국,"영국,이탈리아",바즈마크필름즈,,12세관람가,"드라마,멜로/로맨스,사극",프랑코 제피렐리,"레오나르드 화이팅,올리비아 핫세,밀로 오세아"
20180113(토),30,라라랜드,2016-12-07,265000,0.0,265000,1.00000000000000002081668171172168513294309377670288085937500,29824145894,27,27,1.00000000000000002081668171172168513294309377670288085937500,3571054,1,1,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",데이미언 셔젤,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
