날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180131(수),1,염력,2018-01-31,1617251600,0.396,1609371600,204.235000000000004251494989393478363126632757484912872314453125,1677551600,264713,263728,267.744000000000005573541628223210864234715700149536132812500000,273294,1099,6347,한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",연상호,"류승룡,심은경,박정민,김민재,정유미,이승용,예수정"
20180131(수),2,그것만이 내 세상,2018-01-17,721935500,0.177,33614700,0.049000000000000001020017403874362571514211595058441162109375,18329340652,123036,31521,0.344000000000000007160938508832259685732424259185791015625000,2286496,706,2774,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리"
20180131(수),3,인시디어스4: 라스트 키,2018-01-31,628848500,0.154,628848500,1.00000000000000002081668171172168513294309377670288085937500,632062500,102994,102994,1.00000000000000002081668171172168513294309377670288085937500,103372,601,2017,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"공포(호러),미스터리,스릴러",애덤 로비텔,"스펜서 로크,린 샤예,조시 스튜어트,하비에르 보텟"
20180131(수),4,코코,2018-01-11,411756400,0.10099999999999999,9493100,0.024000000000000000499600361081320443190634250640869140625000,21507202716,69621,14461,0.262000000000000005453970608471081504831090569496154785156250,2735668,665,1785,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
20180131(수),5,메이즈 러너: 데스 큐어,2018-01-17,238325100,0.057999999999999996,-78224300,-0.247000000000000005141720382795256227836944162845611572265625,17134709125,40704,-469,-0.011000000000000000228983498828938536462374031543731689453125,2080985,502,1138,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
20180131(수),6,신과함께-죄와 벌,2017-12-20,209579100,0.051,-41166700,-0.164000000000000003413935800722356361802667379379272460937500,112766573837,34634,437,0.013000000000000000270616862252381906728260219097137451171875,14051734,504,1095,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈,오희준,이준혁"
20180131(수),7,1987,2017-12-27,133409100,0.033,-58294700,-0.304000000000000006328271240363392280414700508117675781250000,57134536345,22463,-3385,-0.131000000000000002726985304235540752415545284748077392578125,7101124,404,759,한국,한국,(주)우정필름,씨제이이앤엠(주),15세이상관람가,드라마,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,유정호,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준"
20180131(수),8,커뮤터,2018-01-24,32034800,0.0080,-93054200,-0.744000000000000015487611193520933738909661769866943359375000,2122704655,5176,-11487,-0.689000000000000014342693699376241056597791612148284912109375,264304,203,367,영국,"영국,미국",,메가박스중앙(주)플러스엠,15세이상관람가,액션,자움 콜렛 세라,"리암 니슨,베라 파미가,패트릭 윌슨,샘 닐"
20180131(수),9,1급기밀,2018-01-24,26619000,0.006999999999999999,-86639300,-0.765000000000000015924761509467089126701466739177703857421875,1592836900,4322,-11072,-0.719000000000000014967194150727891610586084425449371337890625,200100,168,279,한국,한국,"(주)미인픽쳐스,(주)미디어모굴",(주)리틀빅픽쳐스,12세이상관람가,드라마,홍기선,"김상경,김옥빈,최무성,최귀화,김병철,최고,이지원,서현우"
20180131(수),10,위대한 쇼맨,2017-12-20,21515600,0.0050,-11414900,-0.347000000000000007223388553967424741131253540515899658203125,10906647500,3442,-844,-0.197000000000000004100886297209171971189789474010467529296875,1331132,62,100,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠다야 콜맨"
20180131(수),11,조선명탐정: 흡혈괴마의 비밀,2018-02-08,18215000,0.0040,-56695000,-0.757000000000000015758228055773315645637921988964080810546875,131906000,3214,-8459,-0.725000000000000015092094240998221721383742988109588623046875,19793,12,12,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,어드벤처,코미디",김석윤,"김명민,오달수,김지원,김범,이민기,지웅배"
20180131(수),12,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,6260500,0.0020,-7911000,-0.558000000000000011615708395140700304182246327400207519531250,230825200,985,-1114,-0.531000000000000011053657988924214805592782795429229736328125,31171,115,124,프랑스,프랑스,,(주)삼지애니메이션,전체관람가,애니메이션,토마스 아스트뤽,"여민정,남도형"
20180131(수),13,비밥바룰라,2018-01-24,3950500,0.0010,-15262000,-0.794000000000000016528445279107017995556816458702087402343750,290538700,579,-2357,-0.803000000000000016715795414512513161753304302692413330078125,41785,48,53,한국,한국,영화사김치(주),씨네그루(주)키다리이엔티,12세이상관람가,코미디,이성재,"박인환,신구,임현식,윤덕용,김인권,이채은,이은우,최선자,성병숙"
20180131(수),14,뽀로로 극장판 공룡섬 대모험,2017-12-07,1637000,0.0,771000,0.89000000000000001852684672343229976831935346126556396484375,6214786800,339,167,0.971000000000000020212997942081756264087744057178497314453125,825120,7,7,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현"
20180131(수),15,페르디난드,2018-01-03,1551000,0.0,-137000,-0.081000000000000001686151218649456495768390595912933349609375,3845250500,258,-41,-0.137000000000000002851885394505870863213203847408294677734375,532440,12,15,미국,미국,,이십세기폭스코리아(주),전체관람가,"애니메이션,어드벤처,코미디",카를로스 살다나,"존 시나,케이트 맥키넌,데이비드 테넌트,바비 카나베일,미구엘 앙겔 실베스트르,지나 로드리게즈"
20180131(수),16,쥬만지: 새로운 세계,2018-01-03,1174000,0.0,-7549500,-0.865000000000000018006429680639257639995776116847991943359375,13830264364,197,-1003,-0.836000000000000017402745910999328771140426397323608398437500,1710350,8,11,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런"
20180131(수),17,처녀 사냥,2018-01-31,1005000,0.0,1005000,1.00000000000000002081668171172168513294309377670288085937500,1005000,181,181,1.00000000000000002081668171172168513294309377670288085937500,181,19,19,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
20180131(수),18,지구 최후의 날,,285000,0.0,-15000,-0.05000000000000000104083408558608425664715468883514404296875,1341000,140,-10,-0.067000000000000001394717674685352903907187283039093017578125,668,1,5,,,,,,,,
20180131(수),19,킹 오브 프리즘,2016-08-11,813000,0.0,-145000,-0.151000000000000003143318938469974455074407160282135009765625,933360500,131,-6,-0.044000000000000000915933995315754145849496126174926757812500,112311,26,31,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,드라마,판타지",히시다 마사카즈,
20180131(수),20,어느 여대생의 고백,,242000,0.0,-68000,-0.219000000000000004558853294867049044114537537097930908203125,5292000,121,-34,-0.219000000000000004558853294867049044114537537097930908203125,2648,1,4,한국,한국,,,,,신상옥,"최은희,김승호,유계선"
20180131(수),20,주문은 토끼입니까?? ~디어 마이 시스터~,2018-01-18,727500,0.0,-700500,-0.491000000000000010220990720455347400275059044361114501953125,120120500,121,-77,-0.389000000000000008097689185859735516714863479137420654296875,16292,24,28,일본,일본,,(주)애니플러스,전체관람가,"애니메이션,드라마",하시모토 히로유키,"사쿠라 아야네,미나세 이노리,타네다 리사,사토 사토미,우치다 마아야,토쿠이 소라,무라카와 리에,하야미 사오리,카야노 아이"
20180131(수),22,황금팔을 가진 사나이,,187000,0.0,-55000,-0.227000000000000004725386748560822525178082287311553955078125,3268000,97,-31,-0.242000000000000005037636974236647802172228693962097167968750,1400,1,3,,,,,,,,
20180131(수),23,이조 여인잔혹사,1969-05-02,182000,0.0,2000,0.011000000000000000228983498828938536462374031543731689453125,7277000,91,1,0.011000000000000000228983498828938536462374031543731689453125,3636,1,2,한국,한국,신필름,,,기타,신상옥,"최성,윤정희"
20180131(수),24,라보엠,2014-12-20,1480000,0.0,1480000,1.00000000000000002081668171172168513294309377670288085937500,56947000,88,88,1.00000000000000002081668171172168513294309377670288085937500,3784,7,7,독일,독일,,(주)쓰리캣프로덕션,전체관람가,멜로/로맨스,로버트 돈헴,안나 네트렙코
20180131(수),25,하이큐!! 콘셉트의 싸움,2018-01-11,468000,0.0,-485000,-0.509000000000000010595690991266337732668034732341766357421875,129001500,64,-74,-0.536000000000000011157741397482823231257498264312744140625000,17668,12,12,일본,일본,,(주)팝엔터테인먼트,12세이상관람가,애니메이션,미츠나카 스스무,
20180131(수),26,식스 빌로우,2018-01-25,455000,0.0,-1323000,-0.744000000000000015487611193520933738909661769866943359375000,15173000,58,-181,-0.757000000000000015758228055773315645637921988964080810546875,1813,2,2,미국,미국,,주식회사 디에스이이디,12세이상관람가,"드라마,스릴러",스캇 워프,"조쉬 하트넷,미라 소르비노"
20180131(수),27,위대한 바들리스,,378000,0.0,378000,1.00000000000000002081668171172168513294309377670288085937500,474000,55,55,1.00000000000000002081668171172168513294309377670288085937500,76,1,1,미국,미국,,,,"드라마,멜로/로맨스",킹 비더,
20180131(수),28,엔젤,,344000,0.0,344000,1.00000000000000002081668171172168513294309377670288085937500,502000,54,54,1.00000000000000002081668171172168513294309377670288085937500,86,1,1,미국,미국,,,,"코미디,멜로/로맨스",에른스트 루비치,"마를렌 디트리히,허버트 마샬"
20180131(수),29,서울의 지붕 밑,,102000,0.0,-32000,-0.239000000000000004975186929101482746773399412631988525390625,4841000,51,-16,-0.239000000000000004975186929101482746773399412631988525390625,2427,1,3,한국,한국,신필름,,,"코미디,드라마",이형표,"김승호,허장강,김희갑,최은희,김진규,황정순"
20180131(수),30,히에로니무스 보쉬의 기이한 세계,2018-01-18,431000,0.0,-126000,-0.226000000000000004704570066849100840045139193534851074218750,19986000,46,-7,-0.132000000000000002747801985947262437548488378524780273437500,1851,9,9,영국,영국,,메가박스중앙(주),전체관람가,,데이비드 비커스태프,
20180131(수),30,다운사이징,2018-01-11,234000,0.0,-82000,-0.259000000000000005391520563335916449432261288166046142578125,1237610004,46,1,0.022000000000000000457966997657877072924748063087463378906250,150345,2,2,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",알렉산더 페인,"맷 데이먼,크리스틴 위그,크리스토프 왈츠,제이슨 서디키스"
20180131(수),32,뿔을 가진 소년,,308000,0.0,308000,1.00000000000000002081668171172168513294309377670288085937500,308000,44,44,1.00000000000000002081668171172168513294309377670288085937500,44,1,1,한국,한국,,,,드라마,김휘근,김예나
20180131(수),33,장편을 준비하는 이유있는 단편 (인디스데이),,26000,0.0,26000,1.00000000000000002081668171172168513294309377670288085937500,26000,26,26,1.00000000000000002081668171172168513294309377670288085937500,26,1,2,한국,한국,,,,기타,,
20180131(수),34,겨울 이야기,,63000,0.0,63000,1.00000000000000002081668171172168513294309377670288085937500,3716000,21,21,1.00000000000000002081668171172168513294309377670288085937500,627,1,1,프랑스,프랑스,,,,드라마,에릭 로메르,"샬롯 베리,프레데릭 반 덴 드리슈"
20180131(수),35,나인데이즈,,95000,0.0,-115000,-0.548000000000000011407541578023483452852815389633178710937500,2201000,19,-23,-0.548000000000000011407541578023483452852815389633178710937500,391,1,5,한국,한국,대쉬 필름,,,기타,권양헌,"송윤아,한상진"
20180131(수),36,삼중 스파이,,54000,0.0,54000,1.00000000000000002081668171172168513294309377670288085937500,947000,18,18,1.00000000000000002081668171172168513294309377670288085937500,153,1,1,프랑스,프랑스,,,,스릴러,에릭 로메르,"카테리나 디다스카루,세르쥬 렝코"
20180131(수),37,개의 역사,,63000,0.0,63000,1.00000000000000002081668171172168513294309377670288085937500,1064000,15,15,1.00000000000000002081668171172168513294309377670288085937500,187,1,1,한국,한국,,,,다큐멘터리,김보람,
20180131(수),38,강철비,2017-12-14,95000,0.0,-434000,-0.82000000000000001706967900361178180901333689689636230468750,35479892966,11,-83,-0.883000000000000018381129951450247972388751804828643798828125,4451009,1,1,한국,한국,"(주)와이웍스엔터테인먼트,(주)모팩",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희"
20180131(수),39,극장판 포켓몬스터 너로 정했다!,2017-12-21,73000,0.0,-139000,-0.656000000000000013655743202889425447210669517517089843750000,3812781500,10,-22,-0.688000000000000014321877017664519371464848518371582031250000,509328,1,1,일본,일본,,(주)이수C&E;,전체관람가,"애니메이션,어드벤처,가족",유야마 쿠니히코,
20180131(수),40,아기돼지 3형제와 쿵푸랜드,2018-02-01,66000,0.0,-1262000,-0.95000000000000001977584762613560087629593908786773681640625,3058000,9,-157,-0.946000000000000019692580899288714135764166712760925292968750,383,1,1,중국,중국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처",유위,"윤아영,이소은,최정현,이규창"
20180131(수),41,관계의 의미,,20000,0.0,-5000,-0.20000000000000000416333634234433702658861875534057617187500,468000,4,-1,-0.20000000000000000416333634234433702658861875534057617187500,82,1,2,한국,한국,,,,기타,,
20180131(수),41,돌아와요 부산항애(愛),2018-01-17,11000,0.0,0,0E-59,53538300,4,0,0E-59,6923,4,4,한국,한국,(주)블랙홀엔터테인먼트,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",15세이상관람가,"범죄,액션,드라마",박희준,"성훈,조한선,윤소이,공정환,박철민,손병호,박지일,박정학,이익준,공현주,신세휘,지민혁,김민철,이재용,김동현"
20180131(수),41,잊혀진 이야기,,20000,0.0,-30000,-0.60000000000000001249000902703301107976585626602172851562500,367000,4,-6,-0.60000000000000001249000902703301107976585626602172851562500,66,1,1,한국,한국,,,,기타,,
20180131(수),44,직쏘,2017-11-02,5000,0.0,-3000,-0.375000000000000007806255641895631924853660166263580322265625,977917500,2,-2,-0.50000000000000001040834085586084256647154688835144042968750,112222,2,2,미국,미국,,㈜코리아스크린,청소년관람불가,"공포(호러),스릴러,범죄","피터 스피어이그,마이클 스피어리그","토빈 벨,칼럼 키스 레니,클레 베넷,맷 패스모어,한나 에밀리 앤더슨,로라 밴더부트,폴 브라운스테인,만델라 반 피블스,브리터니 엘렌"
20180131(수),45,너의 이름은.,2017-01-04,6000,0.0,-18000,-0.75000000000000001561251128379126384970732033252716064453125,29855266556,1,-3,-0.75000000000000001561251128379126384970732033252716064453125,3711225,1,1,일본,일본,,메가박스중앙(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논"
20180131(수),45,부부교환의 날 2017: 친구의 아내를 탐하다 -무삭제판,2018-01-31,5000,0.0,5000,1.00000000000000002081668171172168513294309377670288085937500,5000,1,1,1.00000000000000002081668171172168513294309377670288085937500,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
20180131(수),45,새엄마 2: 그녀의 남자가 되다 (무삭제),2018-01-31,5000,0.0,5000,1.00000000000000002081668171172168513294309377670288085937500,5000,1,1,1.00000000000000002081668171172168513294309377670288085937500,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
20180131(수),45,친구엄마: 그녀의 병간호 (무삭제),2018-01-31,5000,0.0,5000,1.00000000000000002081668171172168513294309377670288085937500,5000,1,1,1.00000000000000002081668171172168513294309377670288085937500,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
