날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20151217(목),1,히말라야,2015-12-16,1405618800,0.345,-87832300,-0.059000000000000001228184220991579422843642532825469970703125,3109297400,190883,-12290,-0.06000000000000000124900090270330110797658562660217285156250,420832,978,4733,한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률,조달환"
20151217(목),2,스타워즈: 깨어난 포스,2015-12-17,1451624000,0.35700000000000004,1418206500,42.439000000000000883439155163756595356971956789493560791015625,1485041500,167315,164815,65.926000000000001372360558526963814074406400322914123535156250,169815,903,4046,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지",J.J. 에이브럼스,"해리슨 포드,마크 해밀,캐리 피셔,사이먼 페그,오스카 아이삭,막스 본 시도우,도널 글리슨"
20151217(목),3,대호,2015-12-16,783721700,0.193,-158206800,-0.168000000000000003497202527569243102334439754486083984375000,1880061200,107684,-20712,-0.161000000000000003351485755587191306403838098049163818359375,255144,863,3534,한국,한국,(주)사나이픽처스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,사극,박훈정,"최민식,정만식,김상호,성유빈,오스기 렌,정석원,김홍파,라미란,이은우,현승민,우정국,박인수,김진혁,양준호,양호성,윤성민,이상민,장한별,주창욱,남연우,유재명,박지환"
20151217(목),4,내부자들,2015-11-19,320632700,0.079,-112813900,-0.26000000000000000541233724504763813456520438194274902343750,49876607444,42433,-14548,-0.255000000000000005308253836489029708900488913059234619140625,6234558,403,1126,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명,조경현"
20151217(목),5,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,40714900,0.01,-9269500,-0.185000000000000003851086116668511749594472348690032958984375,1418750400,6311,-1367,-0.178000000000000003705369344686459953663870692253112792968750,192141,251,348,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기"
20151217(목),6,하트 오브 더 씨,2015-12-03,16014100,0.0040,-59107700,-0.787000000000000016382728507124966199626214802265167236328125,6709716023,1938,-7125,-0.786000000000000016361911825413244514493271708488464355468750,800670,100,151,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,드라마",론 하워드,"크리스 헴스워스,킬리언 머피,벤 위쇼,샬롯 라일리,브렌단 글리슨,벤자민 워커"
20151217(목),7,검은 사제들,2015-11-05,8114900,0.0020,-35525700,-0.814000000000000016944778913341451698215678334236145019531250,42340235592,1149,-4706,-0.804000000000000016736612096224234846886247396469116210937500,5433331,49,74,한국,한국,영화사 집,씨제이이앤엠(주),15세이상관람가,"미스터리,드라마",장재현,"김윤석,강동원,박소담,김병옥,김의성,이호재,남일우,김동현,김미영,김수진,김혜민,박지수,송선찬,이상민,이승훈,이현우,손종학,조수향,남문철"
20151217(목),8,괴물의 아이,2015-11-25,6460500,0.0020,-1054100,-0.14000000000000000291433543964103591861203312873840332031250,1580466716,962,-129,-0.118000000000000002456368441983158845687285065650939941406250,213761,37,41,일본,일본,,"CGV아트하우스,(주)리틀빅픽쳐스",12세이상관람가,"애니메이션,판타지,어드벤처",호소다 마모루,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타,히로세 스즈"
20151217(목),9,극적인 하룻밤,2015-12-03,4446500,0.0010,-6139800,-0.58000000000000001207367539279857737710699439048767089843750,2597449329,922,-488,-0.346000000000000007202571872255703055998310446739196777343750,319078,38,40,한국,한국,"(주)연우무대,(주)인사이드픽쳐스",CGV아트하우스,청소년관람불가,"멜로/로맨스,코미디",하기호,"윤계상,한예리,박효주,조복래,박병은,정수영,조영균,하정완,한정국,김수정,한지은,이지훈,정수연,김재화,박현지,진선규,김의성"
20151217(목),10,보루토 - 나루토 더 무비,2015-12-10,6783900,0.0020,-10952300,-0.618000000000000012864709297844001412158831954002380371093750,383455700,909,-1497,-0.622000000000000012947976024690888152690604329109191894531250,51694,44,52,일본,일본,,와이드 릴리즈(주),12세이상관람가,애니메이션,야마시타 히로유키,"산페이 유코,키쿠치 코코로,타케우치 준코,스기야마 노리아키,키지마 류이치,아베 아츠시,Kensho Ono,하야미 사오리"
