날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180322(목),1,퍼시픽 림: 업라이징,2018-03-21,704720600,0.414,-219702900,-0.238000000000000004954370247389761061640456318855285644531250,1631144100,87997,-26865,-0.234000000000000004871103520542874321108683943748474121093750,203059,1064,5696,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,SF",스티븐 S. 드나이트,"존 보예가,스콧 이스트우드,케일리 스패니,아드리아 아르조나,번 고먼,찰리 데이,경첨,키쿠치 린코"
20180322(목),2,지금 만나러 갑니다,2018-03-14,626521300,0.368,-40312100,-0.06000000000000000124900090270330110797658562660217285156250,10002370048,83417,-4793,-0.054000000000000001124100812432970997178927063941955566406250,1246663,962,4001,한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은"
20180322(목),3,사라진 밤,2018-03-07,119010600,0.07,-25580600,-0.177000000000000003684552662974738268530927598476409912109375,9726324737,15735,-3459,-0.18000000000000000374700270810990332392975687980651855468750,1195367,523,1732,한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",씨네그루(주)키다리이엔티,15세이상관람가,스릴러,이창희,"김상경,김강우,김희애,서현우"
20180322(목),4,리틀 포레스트,2018-02-28,76009000,0.045,-17960300,-0.191000000000000003975986206938841860392130911350250244140625,11140744122,10268,-2570,-0.20000000000000000416333634234433702658861875534057617187500,1406058,432,944,한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕"
20180322(목),5,치즈인더트랩,2018-03-14,37033100,0.022000000000000002,-5160400,-0.122000000000000002539635168830045586219057440757751464843750,1554638900,4714,-706,-0.13000000000000000270616862252381906728260219097137451171875,188762,204,663,한국,한국,(주)마운틴무브먼트스토리,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,스릴러",김제영,"박해진,오연서,박기웅,유인영,오종혁,박산다라,문지윤,김현진,김도완,전준영"
20180322(목),6,허리케인 하이스트,2018-03-14,26419100,0.016,-15574400,-0.371000000000000007722988915048745184321887791156768798828125,1569416148,3534,-2216,-0.385000000000000008014422459012848776183091104030609130859375,194173,291,606,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,범죄",롭 코헨,"토비 켑벨,매기 그레이스"
20180322(목),7,쓰리 빌보드,2018-03-15,23991700,0.013999999999999999,-4531100,-0.159000000000000003309852392163747936137951910495758056640625,473639400,3111,-641,-0.171000000000000003559652572704408157733269035816192626953125,57856,80,165,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"코미디,범죄,드라마",마틴 맥도나,"프란시스 맥도먼드,우디 해럴슨,샘 록웰,존 혹스,피터 딘클리지"
20180322(목),8,곤지암,2018-03-28,14360000,0.0080,5452000,0.612000000000000012739809207573671301361173391342163085937500,109851000,1806,628,0.533000000000000011095291352347658175858668982982635498046875,13149,9,9,한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,유제윤"
20180322(목),9,셰이프 오브 워터: 사랑의 모양,2018-02-22,13411100,0.0080,-3516100,-0.208000000000000004329869796038110507652163505554199218750000,4049446200,1744,-459,-0.208000000000000004329869796038110507652163505554199218750000,486971,95,136,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"어드벤처,판타지",기예르모 델 토로,"샐리 호킨스,마이클 섀넌,리차드 젠킨스,더그 존스,마이클 스털버그,옥타비아 스펜서"
20180322(목),10,미니특공대X,2018-03-22,12047300,0.006999999999999999,11973300,161.801000000000003368159917638280376195325516164302825927734375,23821300,1735,1723,143.583000000000002988921610214134716443368233740329742431640625,3108,234,278,한국,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,이영준,"엄상현,전태열,이소영,신용우"
