날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180311(),1,사라진 밤,2018-03-07,1767419500,0.382,-110680968,-0.059000000000000001228184220991579422843642532825469970703125,5412124627,209500,-13271,-0.06000000000000000124900090270330110797658562660217285156250,653978,925,3991,한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",씨네그루(주)키다리이엔티,15세이상관람가,스릴러,이창희,"김상경,김강우,김희애,서현우"
20180311(),2,툼레이더,2018-03-08,996885000,0.215,-200854856,-0.168000000000000003497202527569243102334439754486083984375000,3182413704,116283,-21970,-0.159000000000000003309852392163747936137951910495758056640625,374967,795,3655,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",로아 우타우,"알리시아 비칸데르,크리스틴 스콧 토마스,월튼 고긴스,도미닉 웨스트,오언조"
20180311(),3,리틀 포레스트,2018-02-28,830372600,0.179,-135650720,-0.14000000000000000291433543964103591861203312873840332031250,8909980280,99324,-15559,-0.135000000000000002810252031082427492947317659854888916015625,1123480,694,2800,한국,한국,(주)영화사수박,메가박스중앙(주)플러스엠,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕"
20180311(),4,궁합,2018-02-28,461548800,0.1,-103392012,-0.183000000000000003809452753245068379328586161136627197265625,9961573338,55441,-12481,-0.184000000000000003830269434956790064461529254913330078125000,1269040,618,2471,한국,한국,(주)주피터필름,씨제이이앤엠(주),12세이상관람가,"코미디,드라마",홍창표,"심은경,이승기,김상경,연우진,강민혁,최우식,조복래,최민호,박선영,이한서,윤송아,이선빈"
20180311(),5,블랙 팬서,2018-02-14,224651600,0.048,-33888700,-0.131000000000000002726985304235540752415545284748077392578125,45422447057,26725,-3906,-0.128000000000000002664535259100375697016716003417968750000000,5340247,447,1007,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,드라마,SF",라이언 쿠글러,"채드윅 보스만,마이클 B. 조던,루피타 뇽오,다네이 거라이라,마틴 프리먼,안젤라 바셋,포레스트 휘테커,앤디 서키스,레티티아 라이트,다니엘 칼루야,윈스턴 듀크"
20180311(),6,셰이프 오브 워터: 사랑의 모양,2018-02-22,171797400,0.037000000000000005,-36822600,-0.177000000000000003684552662974738268530927598476409912109375,3575960300,19583,-4163,-0.175000000000000003642919299551294898265041410923004150390625,429141,294,628,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"어드벤처,판타지",기예르모 델 토로,"샐리 호킨스,마이클 섀넌,리차드 젠킨스,더그 존스,마이클 스털버그,옥타비아 스펜서"
20180311(),7,온리 더 브레이브,2018-03-07,67293900,0.015,-1806600,-0.026000000000000000541233724504763813456520438194274902343750,318981400,8192,-181,-0.022000000000000000457966997657877072924748063087463378906250,40003,287,552,미국,미국,,㈜코리아스크린,12세이상관람가,드라마,조셉 코신스키,"조슈 브롤린,마일즈 텔러,제프 브리지스,제임스 뱃지 데일,테일러 키취,제니퍼 코넬리"
20180311(),8,프렌즈: 몬스터섬의비밀,2011-12-29,29132000,0.0060,6454200,0.285000000000000005932754287840680262888781726360321044921875,4009711100,3882,847,0.279000000000000005807854197570350152091123163700103759765625,547147,101,130,일본,일본,,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",전체관람가,"애니메이션,어드벤처",야마자키 타카시,"이장원,엄상현,김서영,윤세웅,카토리 싱고,야마데라 코이치,신도 유나,아베 사다오"
20180311(),9,게이트,2018-02-28,20451600,0.0040,-7774500,-0.275000000000000005724587470723463411559350788593292236328125,800175800,2379,-842,-0.261000000000000005433153926759359819698147475719451904296875,97306,95,174,한국,한국,삼삼공구 브라더스,(주)제이앤씨미디어그룹,15세이상관람가,"범죄,코미디",신재호,"정려원,임창정,정상훈,이경영,이문식,이세랑,윤송아"
20180311(),10,50가지 그림자: 해방,2018-02-21,21429200,0.0050,-6518000,-0.233000000000000004850286838831152635975740849971771240234375,1798658700,2339,-733,-0.239000000000000004975186929101482746773399412631988525390625,209474,61,115,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스,스릴러",제임스 폴리,"다코타 존슨,제이미 도넌"
