날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180516(수),1,데드풀 2,2018-05-16,3042723300,0.828,3040644300,1462.551000000000030445458654160262312871054746210575103759765625,3063409300,356445,356214,1542.052000000000032100405666923848002625163644552230834960937500,357947,1525,7568,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디,SF",데이빗 레이치,"라이언 레놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
20180516(수),2,어벤져스: 인피니티 워,2018-04-25,386108600,0.105,-370884600,-0.49000000000000001020017403874362571514211595058441162109375,92394647701,47865,-35957,-0.429000000000000008930356454328602922032587230205535888671875,10344900,943,3083,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF","안소니 루소,조 루소","로버트 다우니 주니어,조슈 브롤린,마크 러팔로,톰 히들스턴,크리스 에반스,크리스 헴스워스,제레미 레너,스칼렛 요한슨,엘리자베스 올슨,안소니 마키,폴 러드,기네스 팰트로우,폴 베타니,돈 치들,베네딕트 컴버배치,톰 홀랜드,크리스 프랫,조 샐다나,카렌 길런,브래들리 쿠퍼,빈 디젤,데이브 바티스타,세바스찬 스탠,채드윅 보스만,코비 스멀더스,베니치오 델 토로,피터 딘클리지,사무엘 L. 잭슨,다네이 거라이라,베네딕트 왕"
20180516(수),3,레슬러,2018-05-09,159111000,0.043,-135767000,-0.46000000000000000957567358739197516115382313728332519531250,5339824757,20525,-17565,-0.461000000000000009596490269103696846286766231060028076171875,627730,637,2202,한국,한국,(주)안나푸르나필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",김대웅,"유해진,김민재,이성경,나문희,성동일,진경,황우슬혜,김태훈,박규영,이한서,최유화,이예원"
20180516(수),4,챔피언,2018-05-01,49681900,0.013999999999999999,-66650200,-0.573000000000000011927958620816525581176392734050750732421875,9285118930,6550,-8893,-0.576000000000000011990408665951690636575222015380859375000000,1102713,379,807,한국,한국,(주)코코너,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연"
20180516(수),5,피터 래빗,2018-05-16,28682100,0.0080,28682100,1.00000000000000002081668171172168513294309377670288085937500,42255100,4019,4019,1.00000000000000002081668171172168513294309377670288085937500,5836,384,497,미국,"미국,영국,호주",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가,"애니메이션,가족",윌 글럭,"도널 글리슨,로즈 번,샘 닐"
20180516(수),6,덕구,2018-04-05,1950800,0.0010,-243200,-0.111000000000000002310651670001107049756683409214019775390625,2368999700,386,-51,-0.117000000000000002435551760271437160554341971874237060546875,312113,8,10,한국,한국,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙(주)플러스엠,전체관람가,드라마,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아"
20180516(수),7,시로코,,445000,0.0,-193000,-0.303000000000000006307454558651670595281757414340972900390625,1933000,220,-99,-0.31000000000000000645317133063372239121235907077789306640625,821,1,5,미국,미국,,,,"드라마,액션",커티스 베른하르트,"험프리 보가트,리 J. 콥"
20180516(수),8,꼬마영웅 바비,2018-05-30,1575000,0.0,1575000,1.00000000000000002081668171172168513294309377670288085937500,1575000,175,175,1.00000000000000002081668171172168513294309377670288085937500,175,1,1,중국,중국,,와이드 릴리즈(주),전체관람가,"애니메이션,어드벤처,코미디",지안밍 후앙,"김주호,김명준,김민성,최낙윤,안현서,이인석"
20180516(수),9,콰이어트 플레이스,2018-04-12,1338800,0.0,-2958400,-0.688000000000000014321877017664519371464848518371582031250000,4571408049,158,-371,-0.701000000000000014592493879916901278193108737468719482421875,524951,22,27,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러,드라마",존 크랜신스키,"에밀리 블런트,존 크랜신스키,노아 주프,밀리센트 시몬스"
20180516(수),10,레이디 버드,2018-04-04,782500,0.0,-168000,-0.177000000000000003684552662974738268530927598476409912109375,789719000,90,-28,-0.237000000000000004933553565678039376507513225078582763671875,97488,10,10,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",그레타 거윅,"시얼샤 로넌,로리 멧칼프,트레이시 렛츠"
20180516(수),11,아이다,2018-04-04,1951500,0.0010,-2248500,-0.535000000000000011136924715771101546124555170536041259765625,46091500,79,-201,-0.718000000000000014946377469016169925453141331672668457031250,2002,6,6,독일,독일,,(주)케빈앤컴퍼니,전체관람가,"공연,드라마,멜로/로맨스",시린 네샤트,안나 네트렙코
