날짜,순위,영화명,개봉일,매출액,매출액점유율,매출액증감(전일대비),매출액증감율(전일대비),누적매출액,관객수,관객수증감(전일대비),관객수증감율(전일대비),누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
20180127(토),1,그것만이 내 세상,2018-01-17,2368328238,0.29600000000000004,1376179114,1.387000000000000028872737534157977279392071068286895751953125,13866608652,279710,162664,1.39000000000000002893518757929314233479090034961700439453125,1701848,951,3844,한국,한국,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리"
20180127(토),2,코코,2018-01-11,1692409536,0.212,1081226389,1.769000000000000036824709948035661000176332890987396240234375,18663794416,207865,131727,1.73000000000000003601285936127851527999155223369598388671875,2356903,1025,3032,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
20180127(토),3,메이즈 러너: 데스 큐어,2018-01-17,1319709738,0.165,707370214,1.155000000000000024043267377038546328549273312091827392578125,15066041325,153963,82820,1.164000000000000024230617512444041494745761156082153320312500,1817622,771,2880,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
20180127(토),4,신과함께-죄와 벌,2017-12-20,797295300,0.1,443109600,1.251000000000000026041668821363828101311810314655303955078125,111257365037,94386,52310,1.243000000000000025875135367670054620248265564441680908203125,13854648,698,1820,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈,오희준,이준혁"
20180127(토),5,1987,2017-12-27,656925300,0.08199999999999999,343756200,1.098000000000000022856716519470410275971516966819763183593750,55998219545,77436,40449,1.094000000000000022773449792623523535439744591712951660156250,6953683,604,1666,한국,한국,(주)우정필름,씨제이이앤엠(주),15세이상관람가,드라마,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준,설경구,여진구,유정호,윤재국,지웅배,정재윤,이가영,이동욱,이동희,이상준,이태형,최광일,강동원,문소리,문성근,김원진,남민우,이주영,임병우,김시은,김기태,정재윤,황성준,서현우,조민준"
20180127(토),6,커뮤터,2018-01-24,526717526,0.066,243005697,0.857000000000000017839896226945484158932231366634368896484375,1358151955,62288,28842,0.862000000000000017943979635504092584596946835517883300781250,168352,575,1763,영국,"영국,미국",,메가박스중앙(주)플러스엠,15세이상관람가,액션,자움 콜렛 세라,"리암 니슨,베라 파미가,패트릭 윌슨,샘 닐"
20180127(토),7,1급기밀,2018-01-24,379919500,0.048,187149900,0.971000000000000020212997942081756264087744057178497314453125,991861900,45379,22420,0.977000000000000020337898032352086374885402619838714599609375,123547,511,1267,한국,한국,"(주)미인픽쳐스,(주)미디어모굴",(주)리틀빅픽쳐스,12세이상관람가,드라마,홍기선,"김상경,김옥빈,최무성,최귀화,김병철,최고,이지원,서현우"
20180127(토),8,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,66615400,0.0080,47196200,2.43000000000000005058453655948369487305171787738800048828125,124671100,8720,6142,2.382000000000000049585335837321053986670449376106262207031250,16599,296,383,프랑스,프랑스,,(주)삼지애니메이션,전체관람가,애니메이션,토마스 아스트뤽,"여민정,남도형"
20180127(토),9,위대한 쇼맨,2017-12-20,66695200,0.0080,26354100,0.653000000000000013593293157754260391811840236186981201171875,10758317100,7589,2999,0.653000000000000013593293157754260391811840236186981201171875,1312216,103,166,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,뮤지컬",마이클 그레이시,"휴 잭맨,잭 에프런,미쉘 윌리엄스,레베카 퍼거슨,젠다야 콜맨"
20180127(토),10,비밥바룰라,2018-01-24,45797300,0.0060,10132200,0.284000000000000005911937606128958577755838632583618164062500,201964800,5986,587,0.109000000000000002269018306577663679490797221660614013671875,28370,310,475,한국,한국,영화사김치(주),씨네그루(주)키다리이엔티,12세이상관람가,코미디,이성재,"박인환,신구,임현식,윤덕용,김인권,이채은,이은우,최선자,성병숙"
