순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
83,보스 베이비,톰 맥그라스,,씨제이이앤엠(주),씨제이이앤엠(주),2017-05-03,개봉영화,장편,미국,"1,116",18918869704,"2,450,023",4724943504,"582,820",애니메이션,전체관람가,상업영화
84,재심,김태윤,(주)이디오플랜,,"오퍼스픽쳐스,CGV아트하우스",2017-02-15,개봉영화,장편,한국,935,19263100637,"2,420,729",4569982837,"555,767",드라마,15세이상관람가,상업영화
85,박열,이준익,(유)박열문화전문회사,,메가박스중앙(주)플러스엠,2017-06-28,개봉영화,장편,한국,"1,176",18093543795,"2,359,174",4921077395,"623,230",드라마,12세이상관람가,상업영화
86,스파이,폴 페이그,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-05-21,개봉영화,장편,미국,665,18396836358,"2,315,882",5393002858,"648,385",액션,15세이상관람가,상업영화
87,모아나,"론 클레멘츠,존 머스커",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,개봉영화,장편,미국,953,18055062307,"2,310,054",4735422707,"572,295",애니메이션,전체관람가,상업영화
88,배트맨 대 슈퍼맨: 저스티스의 시작,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-03-24,개봉영화,장편,미국,"1,709",18906246428,"2,256,913",5864824079,"663,637",액션,12세이상관람가,상업영화
89,악의 연대기,백운학,(주)비에이엔터테인먼트,,씨제이이앤엠(주),2015-05-14,개봉영화,장편,한국,776,17360123332,"2,192,243",4131865932,"498,114",스릴러,15세이상관람가,상업영화
