score,review,time,released
score,review,time,released
10,새로운 감각의 눈과 얼음속 북유럽풍 스타일리쉬 액션스릴러~ 이글보시는 관계자분들~ 진심 상영관 늘려주시길~~,2018.11.28 18:48,True
5,중구난방한 스토리에 억지 이어붙이기 배경만 예뻤다,2018.11.30 22:56,True
10,책은 읽지않았고 그냥봤는데 잼났는데 왜 이렇게 상영관이 적지? 여주인공 오토바이 겁나 잘탑니다.,2018.11.29 23:55,True
10,관람객너무 재밌게 봤습니다.영상미와 스토리 모두 만족합니다.,2018.11.29 21:50,True
6,졸립고 몽롱 지루함 노잼,2018.11.29 17:04,True
2,각본 짜다 만 느낌입니다,2018.11.29 13:07,True
5,왜 이렇게 어설프고 뻔한지..,2018.11.28 19:29,True
10,여자가 주가되는 영화다 남자들의 액션만 보다가 보니까 클린하다,2018.11.29 21:33,True
10,상영관이 왜이렇게 없어 ㅛㅛ 그래도 보러간다,2018.11.29 00:01,True
1,맨인더다크 감독이라길래 봤는데 개노잼 꿀잠자다 왔다,2018.11.29 12:43,True
6,밀레니엄 시리즈 잘 모르면 재미가없음,2018.12.03 13:04,True
8,"괜찮았습니다 하지만 1편 ""여자를 증오한 남자들"" 주인공들이랑 스토리가 너무 강해서... 조금은 아쉬웠습니다",2018.11.30 23:21,True
10,여자 주인공 정말 멋짐..,2018.11.29 17:47,True
8,앞으로 어떤 리스벳의 이야기가 펼쳐질지...원작자는 죽었다는데...,2018.11.29 17:20,True
10,기대 이상 액션 쩔더라 미션임파서블 여성판,2018.11.29 16:47,True
10,밀레니엄시리즈를 읽어본 사람들은 화룡점정★!!,2018.11.29 16:01,True
8,관람객처음부터 끝까지 심장 쫄깃쫄깃리비에트도 좋았고,2018.11.29 15:53,True
10,재미써 별 5개 정말 정말로다가,2018.11.29 14:58,True
10,와~ 이리 잼있는데상영관이 적은 이유가 머냐고!!??,2018.11.29 14:00,True
7,리스베트 그 특유의 불안감이나 불완전성이 좋았는데 전지전능한 신으로 만들어 버렸다,2018.11.29 01:36,True
8,관람객책 읽고 보면 더 재미있을 거 같아요,2018.11.28 20:22,True
10,아우구스트도 카밀라도 아니었다니덤이 제일 불쌍...,2018.11.28 20:09,True
10,"진짜 깔끔하게 끝나고 나중에 쿠키영상이 없다는게 아쉽지만 스토리의 개연성도 좋고, 액션씬도 좋았음.설원에서 싸우는 씬은 잊을수없고 시원시원하게 잘 만든거같음. 배우들에 대한 연기력이 좋아서, 몰입을 해보고싶으시면 이 영화를 강력히 추천함.",2018.12.02 00:01,True
10,굳 또 보고싶은데 너무 상영관이 없어서 아쉬워요,2018.12.01 22:35,True
10,진짜꿀잼입니다!!!,2018.11.30 00:57,True
10,"상당히 재밌게 봤다. 007 이나 미션임파서블 프로토콜 보는듯 하기도 했고. 미드 10편 정도를 압축시켰다해야하나 몰입도나 완성도, 개연성도 뛰어났다",2018.11.30 00:49,True
5,기대를 너무했나....루니마라가 그립다.,2018.11.29 20:42,True
10,책이 있는건 평점보고 처음알았네요.영화보고 나오면서 영화가 너무 대단하다고 소리지르고 싶어서 혼났습니다. 스토리가 너무 완벽하고 배우들 연기도 완벽합니다. 주인공의 명연기에 감탄...이 영화를 영화관에서 안본사람들은 후회할 영화라고 말하고싶네요.,2018.11.29 17:12,True
10,왜 거미는 자기거미줄에 걸리지 않을까,2018.11.29 12:38,True
10,스토리도좋구 지루하지도않고 영화의흐름도 좋았어요,2018.11.29 12:27,True
8,007 느낌이 나는것 마저도 좋았다!,2018.11.29 06:46,True
10,클레어 포이 의 멋진 인생 캐릭터!1,2018.11.29 02:46,True
4,악당 캐릭터가 메리수 캐릭터라 영화가 이상해짐...,2018.11.28 23:11,True
6,아쉽다. 전작에 비해 평이해짐. 2000년대 평이한 액션영화 느낌. (주의) 노란 눈썹은 너무 못생겼고 빨간 옷은 너무 유치했다.,2018.12.02 06:42,True
5,전편에 비해 많은 실망이 있었던 영화... 영화 스토리는 매우 단순해졌으며 긴장감과 몰입도도 엄청나게 많이 잃어버렸으며 특히 캐릭터의 매력이 너무 심하게 반감된 부분이 아쉬웠음...,2018.12.02 00:50,True
10,역시 큰일은 여자가 한다!!!,2018.12.01 16:15,True
8,지루함 없이 잘 봤습니다.,2018.12.01 13:09,True
6,초반에 재밌는데 이후에 좀 졸았다 긴장감이 가다가 풀림,2018.12.01 12:52,True
10,정말 진짜 재밌다 꼭 보길,2018.11.29 23:33,True
5,이름을 알수 없는 정체불명의 칵테일.,2018.11.29 10:21,True
5,관람객불친절한 전개..지루해...,2018.11.28 19:32,True
10,어떠냐고? 네 자신에게 물어봐,2018.11.28 14:01,True
2,전편을 봤었고 팬이니까 이런 후기 남긴다.... 전편에 내가 너무 많은 만족을 해서 이번 편이 실망스러운걸까 그냥 이번 편이 망한걸까..하. 내 리스베트 돌려놔라 진짜...,2018.11.28 23:19,True
10,전형적인 페미니즘 영화의 바이블입니다. 남성의 폭압 앞에 각기 다른 삶의 길을 걷는 두 자매의 감동 스토리입니다. 한남의 폭압에 굴복하는 자매들이 없을 때까지!! 걸스 캔 두 애니팡!,2018.11.29 23:05,True
6,평범한거같애요 그넝저냥,2018.12.03 15:38,True
2,OOO기 영화 돈.시간이남는분만 보세요,2018.12.03 12:04,True
8,여주인공이 뒤뚱뒤뚱걸어서 좀 신경쓰였지만 스토리 매우좋아요,2018.11.30 23:48,True
7,맷데이먼의 본시리즈 여자버전쯤 되는듯. 이야기의 스케일이 넘큰데다 넘 작위적이라서 살짝 거부감이...그래도 믿고보는 밀레니엄 시리즈,2018.11.30 19:42,True
10,"약간 어설픈 부분도 있었는데 분위기랑 액션, 스토리가 커버해줘서 재밌게 잘 봤습니다!",2018.11.30 01:40,True
10,관람객보는동안 계속 심장졸이게 돼요,2018.11.29 10:40,True
10,보았는데 재미있음^^,2018.11.29 10:07,True
10,"스토리, 연출, 연기..모두 탄탄한 영화!",2018.11.29 09:56,True
10,캬.. 이거 쩌네..ㅎㅎ,2018.11.29 09:04,True
10,꾸르재미가잇드아아아아,2018.11.29 08:22,True
10,완전멋있고긴장감넘처요!!!,2018.12.01 23:18,True
8,"화려한 액션이나 숨막히는 긴장감을 주는 영화는 아니라 우리나라에서는 흥행에 실패하겠지만, 스웨덴의 차가운 배경과 무겁게 흘러가는 스토리는 정말 좋았다.",2018.11.29 23:31,True
10,내 인생작! 눈빠지게 기다린보람 있음,2018.11.29 20:36,True
10,나만 당함 억울ㅋㅋㅋ 형들도ㅋㅋㅋ,2018.12.01 12:44,True
2,배우 바껴서 ㅈ같음 ㅋㅋㅋ,2018.11.30 15:20,True
2,별 0개 없나요? 정말 지루한 영화,2018.12.01 15:18,True
2,원작은 도대체 어디에?,2018.12.01 14:51,True
4,비빔밥에 치즈가 들어간다,2018.11.28 16:04,True
6,관람객원작에 비해 개성을 잃었습니다 .. 기본 뼈대만 가져오고 밀레니엄의 개성은 전혀 보이지 않네요.. 오히려 본시리즈나 007이 많이 생각납니다 그래도 미장센과 음악 액션시퀀스는 좋은부분이 있습니다,2018.12.02 17:44,True
6,관람객그냥 벌만해요 그럭저럭,2018.12.01 00:41,True
9,최근 영화중에 쵝오!! 맨날 이념편향적인 교육영화(?) 만 보다가 간만에 액션 영화다운영화로 힐링한듯~ 전편 루니마라보단 흡인력 떨어지지만 스웨덴 풍경도 괜찮고 스토리도 좋은듯~ 강추~,2018.11.29 20:37,True
2,안전불감증의 끝을 보여주는영화 한손으로 국방부를 해킹하는 사람들이 해킹된지도 모르고 싱글벙글 당하기만한다전반적으로 스토리도 너무 뻔하고 엎치락뒤치락하다 끝나는영화,2018.12.01 16:01,True
2,상영관 없다는 얘기는 왠지 상영관 늘리면 좋아할 회사 직원들 하소연으로만 들립니다. 너무 티나요,2018.11.29 19:50,True
5,캐릭터와 배경에 대한 설명이 충분치 못하고 액션도 부족하네요,2018.11.29 01:48,True
4,스웨덴의 풍경을 볼 수 있어서 좋았지만 딱히 매력이 없음. 갈등이 너무 완만하고 위기가 다소 쉽게해결됨. 액션도 기대만큼 좋지못함..,2018.12.02 12:37,True
5,음..어... 살면서 이렇게 지루한 영화는 처음이다....보다가 중간에 이어폰 꼽고 노래들었음 그래도 설원을 배경으로 한건 예뻤으니까 5점은 드림,2018.11.29 01:15,True
6,정확히 무슨 영화인지도 모르겠고 두번 다신 안볼 영화다 캐릭터 설명은 전혀 없고 정확히 영화 자체는 나쁘지 않은데 뭔가 많이 어중간하다 소설이 원작이라는데 소설을 안봐서 그런지 별로였다,2018.11.28 22:58,True
6,"재미있을만한 신선한 설정이 많았는데도, 뭔가 별로인 느낌이 많은건 감독의 역량이 딸리는것 같다. 여주인공 포스도 부족하고... 6~7점 정도가 맞는것 같은데, 실망을 많이해서 6점 준다. 감독이 이야기를 풀어나가는 능력이 부족한거 같다",2018.11.28 14:55,True
4,선과 악의 대결... 너무 뻔한 스토리...굵게 남는것 없이 계속 쏘고 달리고 싸운다...,2018.11.28 23:45,True
2,루즈함의 연속긴장감이라고는 전혀 찾아볼수없다.와치독스 게임을 플레이하는게 차라리 더 재밌다,2018.11.28 14:28,True
4,페미니스트들이 물고 빨고 있는 영화,2018.12.01 17:51,True
1,참고로 클레이는 안어울린다.전편의 루니마라가 너무 잘해서 몰입도 깬다 너무 나이들어 보여서 그리고 총질너무예상되서 스릴러 추리전편과 비교할때 별로 거기다 다니엘 크레이그가 나와야 중심을 잡아주는데 이건 그냥여전사만들기언제소니는정신차리고영화제대로만들까,2018.12.02 05:50,True
2,내용연결이 너무 매끄럽지못하다.20OOO에 영화 수십편을 봤지만 영화보다가졸아버린건 처음이네;;;장면에 저 등장인물이 왜 나오는지도 모르겠고액션만 과다할뿐 어처구니 없는 전개다.,2018.11.29 23:52,True
1,"상영관 없어서 일요일 아침 8:30 예매하고 들어가서 30분 참고 보다가 나왔다. 스타일리쉬했던 전작은 없다. 유치 찬란..핀처의 밀레니엄을 보고 사람들이 책은 읽은 거냐라고 핀잔했었지, 이번 영화는 이름만 가져왔다고 볼 수 있다... 절대 보지마ㅜㅜ",2018.12.02 09:39,True
1,이거재밌다는 색기들은 머하는 색긔들인지 다 조지고싶네 돈 찢고싶으면 보세요들,2018.12.02 13:31,True
5,그럼 나는 5점 줘야지 ㅎㅎㅎ,2018.11.28 11:01,True
2,1빠ㅈㅋㅋ 웃겨저 ㅋㅋ,2018.11.28 09:07,True
10,다니엘 크레이그와 루이 미나의 연기를 못보는게 아쉽지만 그래도 기대된다.,2018.09.16 20:33,False
10,남자가 봐도 클레어 포이 개 지존 멋있다. 영화 아직 못봤지만 포스터 개오지네,2018.11.02 18:36,False
10,더 크라운의 여왕님이 리스베트를 연기하네 ㅎㅎ,2018.10.22 21:56,False
10,"더크라운 클레어포이의 연기력, 믿고보는거 아닙니까? 누미라파스, 루니마라에 이어 새로운 리스베트도 가히 매력적일듯",2018.11.01 23:23,False
10,맨인더다크 만든 감독이네..개쩌는 영화였는데 이것도 개기대중 ㄷㄷㄷ,2018.02.13 13:40,False
10,여왕님의 액션 스릴러라니 정말 기대됩니다!,2018.11.07 09:20,False
10,광고 보고왔는데 기대된다,2018.11.06 21:29,False
10,믿고 보는 갓핀처.영화,2018.03.24 20:03,False
10,케빈스페이시 땜에 드디어 영화판으로 복귀하십니까 갓쳐님...,2017.11.19 23:59,False
7,핀쳐 영화 아니야 얘들아,2018.11.26 13:50,False
10,클레어 포이의 액션모습 완전히 기대됩니다.,2018.11.24 11:32,False
10,밀레니엄의 후속작인가. 땡긴다.,2018.11.27 21:00,False
10,내가무조건본다 꼭본다,2018.11.24 09:59,False
10,스웨덴 영화 독특하네요 멋있어요,2018.11.22 17:33,False
10,맨 인더 다크 좋았음. 이것도 기대해보겠음.,2018.11.20 21:21,False
10,제목에서 무거움과 긴장감이 동시에 느껴집니다,2018.11.19 09:26,False
10,감독 페데 알바레즈 올드보이 박쥐 복수는 나의 것 아가씨의 감독 박찬욱 숭배하는걸로 유명함.언제 어디서나 인터뷰때마다 밝힐정도,2018.11.18 04:30,False
9,데이빗핀처가 그냥 만들면 안되나?,2018.11.13 21:58,False
9,흐음....실제 현실과 연관되어있는 세계관. 정말 궁금하고 기대되는군.,2018.11.13 00:36,False
8,용문신 시리즈...그 영환가??,2018.11.09 18:32,False
10,아묻따 여성주연이니 무조건 본다,2018.11.22 11:28,False
10,아 너무 기대된다. 내 1픽 데이빗 핀처 감독님..,2018.10.28 15:11,False
1,핀처가 메가폰잡는게 아니라 걍 기획자로 참여하는거였네...,2018.11.13 05:03,False
1,ㅡㅡ 루니마라 어딨음 장난침?,2018.11.05 00:42,False
1,노잼이네요 맨인더다크를 기대하고 보신다면 대실망,2018.11.24 18:09,False
